[0/2] Re-checking globbed directories...
ninja: no work to do.
create 20001 flows
10001,0.0005747,1458
10002,0.00057474,1458
10003,0.00057478,1458
10004,0.00057482,1458
10005,0.00057486,1458
10006,0.0005749,1458
10008,0.00057494,1458
10009,0.00057498,1458
10010,0.00057502,1458
10011,0.00057506,1458
10012,0.0005751,1458
10013,0.00057514,1458
10014,0.00057518,1458
10015,0.00057522,1458
10016,0.00057526,1458
10017,0.0005753,1458
10018,0.00057534,1458
10019,0.00057538,1458
10020,0.00057542,1458
10021,0.00057546,1458
10022,0.0005755,1458
10023,0.00057554,1458
10024,0.00057558,1458
10025,0.00057562,1458
10026,0.00057566,1458
10027,0.0005757,1458
10028,0.00057574,1458
10029,0.00057578,1458
10030,0.000575854,1458
10031,0.000575894,1458
10032,0.000575934,1458
10033,0.000575974,1458
10034,0.000576014,1458
10035,0.000576054,1458
10036,0.000576094,1458
10037,0.000576134,1458
10038,0.000576174,1458
10039,0.000576214,1458
10040,0.000576254,1458
10041,0.000576294,1458
10042,0.000576334,1458
10043,0.000576374,1458
10044,0.000576414,1458
10045,0.000576454,1458
10046,0.000576494,1458
10047,0.000576534,1458
10048,0.000576574,1458
10049,0.000576614,1458
10050,0.000576654,1458
10051,0.000576694,1458
10052,0.000576734,1458
10053,0.000576774,1458
10054,0.000576814,1458
10055,0.000576854,1458
10056,0.000576894,1458
10057,0.000576934,1458
10058,0.000576974,1458
10059,0.000577014,1458
10060,0.000577054,1458
10061,0.000577094,1458
10062,0.000577134,1458
10063,0.000577174,1458
10064,0.000577214,1458
10007,0.00058318,1458
10001,0.000659414,2916
10002,0.000660614,2916
10003,0.000661848,2916
10004,0.000664248,2916
10005,0.000667848,2916
10006,0.000669048,2916
10009,0.000675048,2916
10010,0.000708264,2916
10011,0.000709464,2916
10012,0.000710664,2916
10013,0.000711898,2916
10014,0.000714298,2916
10015,0.000715498,2916
10016,0.000716698,2916
10017,0.000717898,2916
10018,0.000758314,2916
10019,0.000759514,2916
10020,0.000760748,2916
10021,0.000763148,2916
10022,0.000764348,2916
10023,0.000765548,2916
10024,0.000766748,2916
10025,0.000767948,2916
10026,0.000769148,2916
10027,0.000772748,2916
10028,0.000773948,2916
10029,0.000813198,2916
10030,0.000814398,2916
10031,0.000815598,2916
10032,0.000816798,2916
10033,0.000820398,2916
10034,0.000821598,2916
10035,0.000822798,2916
10036,0.000823998,2916
10037,0.000825198,2916
10038,0.000863214,2916
10039,0.000864448,2916
10040,0.000866848,2916
10041,0.000870448,2916
10042,0.000871648,2916
10043,0.000872848,2916
10044,0.000878848,2916
10045,0.000880048,2916
10046,0.000881248,2916
10047,0.000914464,2916
10048,0.000915698,2916
10049,0.000918098,2916
10050,0.000919298,2916
10051,0.000920498,2916
10052,0.000928898,2916
10053,0.000962114,2916
10054,0.000963314,2916
10055,0.000964514,2916
10056,0.000965748,2916
10057,0.000968148,2916
10058,0.000969348,2916
10059,0.000970548,2916
10060,0.000971748,2916
10061,0.000975348,2916
10062,0.000976548,2916
10063,0.0010158,2916
10064,0.001017,2916
10008,0.0010182,2916
10007,0.0010194,2916
10001,0.0010206,4374
10002,0.0010218,4374
10001,0.0010254,5832
10002,0.0010266,5832
10003,0.0010278,4374
10003,0.00106581,5832
10004,0.00106705,4374
10004,0.00106945,5832
10005,0.00107305,4374
10006,0.00107425,4374
10005,0.00107545,5832
10006,0.00107665,5832
10009,0.00107785,4374
10009,0.00107905,5832
10010,0.00111706,4374
10011,0.0011183,4374
10010,0.0011207,5832
10012,0.0011219,4374
10011,0.0011231,5832
10012,0.0011243,5832
10013,0.0011327,4374
10013,0.0011339,5832
10014,0.0011351,4374
10015,0.00116955,4374
10014,0.00117075,5832
10016,0.00117195,4374
10015,0.00117315,5832
10017,0.00117435,4374
10016,0.00117795,5832
10017,0.00117915,5832
10018,0.00118035,4374
10019,0.0012196,4374
10018,0.0012208,5832
10019,0.001222,5832
10020,0.0012232,4374
10020,0.0012268,5832
10021,0.001228,4374
10022,0.0012292,4374
10021,0.0012304,5832
10023,0.0012364,4374
10022,0.00127085,5832
10024,0.00127205,4374
10023,0.00127325,5832
10025,0.00127685,4374
10024,0.00127805,5832
10026,0.00127925,4374
10025,0.00128525,5832
10026,0.00128645,5832
10027,0.0013197,4374
10028,0.0013221,4374
10027,0.0013233,5832
10028,0.0013245,5832
10029,0.0013281,4374
10030,0.0013293,4374
10029,0.0013317,5832
10031,0.0013329,4374
10030,0.0013341,5832
10032,0.0013353,4374
10031,0.0013365,5832
10032,0.0013377,5832
10033,0.0013389,4374
10034,0.0013401,4374
10033,0.0013413,5832
10035,0.0013425,4374
10034,0.0013437,5832
10036,0.0013449,4374
10025,0.001346,7290
10035,0.0013461,5832
10026,0.001347,7290
10025,0.0013472,8748
10037,0.0013473,4374
10026,0.0013482,8748
10025,0.0013484,10206
10036,0.0013485,5832
10026,0.00134944,10206
10025,0.0013496,11664
10037,0.0013497,5832
10026,0.00135064,11664
10038,0.0013509,4374
10038,0.0013521,5832
10039,0.0013533,4374
10039,0.0013545,5832
10040,0.0013557,4374
10040,0.0013569,5832
10041,0.0013581,4374
10042,0.0013593,4374
10041,0.0013605,5832
10043,0.0013617,4374
10042,0.0013629,5832
10043,0.0013641,5832
10044,0.0013653,4374
10045,0.0013665,4374
10044,0.0013677,5832
10046,0.0013689,4374
10045,0.0013701,5832
10027,0.0013707,7290
10046,0.0013713,5832
10027,0.0013721,8748
10047,0.0013725,4374
10028,0.0013731,7290
10047,0.0013737,5832
10027,0.0013743,10206
10028,0.0013745,8748
10048,0.0013749,4374
10027,0.0013755,11664
10028,0.0013757,10206
10048,0.0013761,5832
10028,0.0013769,11664
10049,0.0013773,4374
10050,0.0013785,4374
10029,0.0013791,7290
10049,0.0013797,5832
10030,0.0013803,7290
10029,0.0013805,8748
10051,0.0013809,4374
10030,0.0013817,8748
10050,0.0013821,5832
10029,0.0013827,10206
10051,0.0013833,5832
10031,0.0013839,7290
10029,0.0013841,11664
10052,0.0013845,4374
10030,0.0013851,10206
10031,0.0013853,8748
10052,0.0013857,5832
10032,0.0013863,7290
10030,0.0013865,11664
10053,0.0013869,4374
10031,0.0013875,10206
